


      Monthly sea levels for SOLOMON ISLANDS
      --------------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        5 2007     0     7440      0.243      1.245      0.745     0.219
        6 2007     0     7200      0.198      1.223      0.736     0.237
        7 2007     0     7440      0.119      1.171      0.666     0.237
        8 2007     0     7440      0.235      1.090      0.707     0.200
        9 2007     0     7200      0.291      1.091      0.694     0.183
       10 2007     0     7440      0.252      1.246      0.707     0.207
       11 2007     0     7200      0.291      1.348      0.809     0.237
       12 2007     0     7440      0.269      1.315      0.809     0.245
        1 2008     0     7440      0.310      1.263      0.857     0.240
        2 2008     0     6960      0.359      1.239      0.886     0.212
        3 2008     0     7440      0.532      1.325      0.937     0.189
        4 2008     0     7200      0.492      1.360      0.903     0.196
        5 2008     0     7440      0.311      1.366      0.809     0.219
        6 2008     0     7200      0.202      1.236      0.735     0.234
        7 2008     0     7440      0.095      1.128      0.676     0.236
        8 2008     0     7440      0.189      1.086      0.685     0.198
        9 2008     0     7200      0.301      1.100      0.686     0.172
       10 2008     0     7440      0.250      1.147      0.677     0.194
       11 2008     0     7200      0.218      1.247      0.713     0.232
       12 2008     0     7440      0.176      1.293      0.799     0.245
        1 2009     0     7440      0.278      1.281      0.834     0.233
        2 2009     0     6720      0.396      1.254      0.900     0.204
        3 2009     0     7440      0.475      1.300      0.904     0.184
        4 2009     0     7200      0.357      1.255      0.823     0.197
        5 2009     0     7440      0.213      1.203      0.775     0.217
        6 2009     0     7200      0.091      1.128      0.690     0.227
        7 2009     0     7440      0.098      1.060      0.652     0.223
        8 2009     0     7440      0.177      0.985      0.635     0.199
        9 2009     0     7200      0.215      0.992      0.631     0.173
       10 2009     0     7440      0.265      1.073      0.615     0.180
       11 2009     0     7200      0.133      1.075      0.628     0.224
       12 2009     0     7440      0.045      1.139      0.625     0.255
        1 2010     0     7440      0.072      1.014      0.605     0.236
        2 2010     0     6720      0.111      0.903      0.551     0.198
        3 2010     0     7440      0.226      0.973      0.561     0.169
        4 2010     0     7200      0.177      1.027      0.604     0.185
        5 2010     0     7440      0.159      1.095      0.625     0.216
        6 2010     0     7200      0.123      1.077      0.643     0.224
        7 2010     0     7440      0.194      1.129      0.683     0.211
        8 2010   273     7167      0.197      1.033      0.694     0.183
        9 2010     0     7200      0.281      1.091      0.684     0.174
       10 2010     0     7440      0.400      1.229      0.788     0.187
       11 2010     0     7200      0.274      1.211      0.762     0.217
