


      Monthly sea levels for KIRIBATI
      -------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        1 2012     0     7440      0.702      2.805      1.669     0.485
        2 2012     0     6960      0.589      2.864      1.659     0.521
        3 2012     0     7440      0.527      2.893      1.673     0.500
        4 2012     0     7200      0.592      2.940      1.715     0.498
        5 2012     0     7440      0.579      2.943      1.692     0.491
        6 2012     0     7200      0.621      2.884      1.674     0.487
        7 2012   236     7204      0.679      2.843      1.709     0.489
        8 2012  2160     5280      0.665      2.948      1.710     0.511
        9 2012     0     7200      0.611      2.860      1.738     0.516
       10 2012     0     7440      0.642      2.909      1.750     0.508
       11 2012     0     7200      0.600      2.928      1.711     0.481
       12 2012     0     7440      0.619      2.878      1.711     0.484
        1 2013     0     7440      0.568      2.904      1.695     0.510
        2 2013     0     6720      0.568      2.899      1.682     0.525
        3 2013     0     7440      0.585      2.774      1.644     0.522
        4 2013     0     7200      0.562      2.836      1.655     0.505
        5 2013     0     7440      0.577      2.872      1.650     0.490
        6 2013     0     7200      0.562      2.855      1.661     0.481
        7 2013     0     7440      0.530      2.857      1.671     0.465
        8 2013     0     7440      0.578      2.913      1.682     0.494
        9 2013     0     7200      0.569      2.794      1.686     0.505
       10 2013     0     7440      0.726      2.778      1.739     0.509
       11 2013     0     7200      0.702      2.922      1.714     0.503
       12 2013     0     7440      0.611      2.831      1.672     0.497
        1 2014     0     7440      0.498      2.915      1.717     0.519
        2 2014     0     6720      0.656      3.051      1.807     0.514
        3 2014     0     7440      0.642      3.120      1.818     0.547
        4 2014     0     7200      0.718      2.851      1.772     0.507
        5 2014     0     7440      0.722      2.820      1.701     0.476
        6 2014     0     7200      0.634      2.810      1.674     0.470
        7 2014     0     7440      0.610      2.934      1.737     0.488
        8 2014     0     7440      0.577      3.019      1.761     0.510
        9 2014     0     7200      0.562      2.940      1.752     0.515
       10 2014  1709     5731      0.782      2.904      1.775     0.466
       11 2014     0     7200      0.718      2.837      1.742     0.508
       12 2014     0     7440      0.704      2.919      1.728     0.490
        1 2015     0     7440      0.589      2.962      1.753     0.500
        2 2015     0     6720      0.610      3.124      1.799     0.528
        3 2015     0     7440      0.592      3.016      1.838     0.528
        4 2015     0     7200      0.645      2.942      1.745     0.504
        5 2015     0     7440      0.786      2.886      1.763     0.491
        6 2015     0     7200      0.791      2.767      1.701     0.469
        7 2015     0     7440      0.690      2.926      1.756     0.492
        8 2015     0     7440      0.560      2.984      1.736     0.529
        9 2015     0     7200      0.598      3.043      1.767     0.534
       10 2015     0     7440      0.575      2.896      1.751     0.519
       11 2015     0     7200      0.672      2.910      1.713     0.498
       12 2015     0     7440      0.803      2.847      1.748     0.483
        1 2016     0     7440      0.556      2.763      1.636     0.497
        2 2016     0     6960      0.441      2.790      1.563     0.517
        3 2016     0     7440      0.398      2.801      1.548     0.513
        4 2016   313     6887      0.373      2.747      1.547     0.520
        5 2016   962     6478      0.483      2.733      1.552     0.481
        6 2016   194     7006      0.526      2.667      1.597     0.475
        7 2016     0     7440      0.647      2.771      1.652     0.494
        8 2016     0     7440      0.661      2.843      1.676     0.514
        9 2016     0     7200      0.540      2.790      1.673     0.515
       10 2016     0     7440      0.545      2.894      1.653     0.525
       11 2016     0     7200      0.501      2.923      1.685     0.501
       12 2016     0     7440      0.636      2.913      1.711     0.495
        1 2017     0     7440      0.568      2.824      1.698     0.514
        2 2017     0     6720      0.567      2.862      1.681     0.519
        3 2017     0     7440      0.586      2.815      1.655     0.534
        4 2017     0     7200      0.608      2.862      1.683     0.505
