


      Monthly sea levels for FEDERATED STATES OF MICRONESIA
      -----------------------------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        8 2021  3669     3771      0.233      1.465      0.792     0.275
        9 2021  7200        0
       10 2021  7440        0
       11 2021  7200        0
       12 2021  1444     5996      0.404      1.635      0.882     0.256
        1 2022     1     7439      0.279      1.719      0.887     0.300
        2 2022     1     6719      0.312      1.678      0.937     0.287
        3 2022     2     7438      0.347      1.606      0.950     0.285
        4 2022     1     7199      0.302      1.636      0.902     0.288
        5 2022     1     7439      0.300      1.650      0.873     0.283
        6 2022     0     7200      0.194      1.611      0.799     0.286
        7 2022   647     6793      0.288      1.634      0.866     0.286
        8 2022     1     7439      0.287      1.646      0.892     0.283
        9 2022     1     7199      0.362      1.642      0.958     0.288
       10 2022     3     7437      0.394      1.752      0.965     0.285
       11 2022  2856     4344      0.442      1.725      1.021     0.320
       12 2022     0     7440      0.286      1.655      0.907     0.274
        1 2023  1532     5908      0.263      1.731      0.909     0.280
        2 2023  2765     3955      0.402      1.704      0.961     0.290
      Totals  144945  1717455

      Mean sea level =  0.784  (Average monthly means = 0.786)

      Maximum recorded level of  1.795 metres at 0512 hours 06/11/2017
      Minimum recorded level of -0.091 metres at 1136 hours 11/01/2016
      Standard deviation of the observations =  0.2979 metres 
      Skewness                               =  0.2791
